latitude,longitude,temp_c
43.6735,-126.4694,2.4652
43.6735,-124.6531,8.8690
43.6735,-122.8367,5.7465
43.6735,-121.0204,-1.8562
43.6735,-119.2041,-0.6331
43.6735,-117.3878,0.0079
43.6735,-115.5714,1.2390
43.6735,-113.7551,5.0784
43.6735,-111.9388,4.2326
43.6735,-110.1224,-0.2909
43.6735,-108.3061,-0.2016
43.6735,-106.4898,-0.0021
43.6735,-104.6735,0.0049
43.6735,-102.8571,0.0015
43.6735,-101.0408,-0.0006
43.6735,-99.2245,-0.0051
43.6735,-97.4082,-0.0176
43.6735,-95.5918,-0.0085
43.6735,-93.7755,0.0041
43.6735,-91.9592,0.0295
43.6735,-90.1429,0.0783
43.6735,-88.3265,0.0705
43.6735,-86.5102,-0.5872
43.6735,-84.6939,-3.5611
43.6735,-82.8776,-21.8869
43.6735,-81.0612,-25.1985
43.6735,-79.2449,-8.3453
43.6735,-77.4286,-23.7873
43.6735,-75.6122,51.0417
43.6735,-73.7959,23.2322
43.6735,-71.9796,-17.9202
43.6735,-70.1633,25.3243
43.6735,-68.3469,11.1162
43.6735,-66.5306,4.4739
43.6735,-64.7143,1.7832
43.6735,-62.8980,0.9816
43.6735,-61.0816,0.3912
43.6735,-59.2653,-0.0990
43.6735,-57.4490,0.1442
43.6735,-55.6327,0.2523
43.6735,-53.8163,0.3489
43.6735,-52.0000,0.2058
44.5102,-141.0000,0.0000
44.5102,-139.1837,0.0000
44.5102,-137.3673,0.0000
44.5102,-135.5510,0.0000
44.5102,-133.7347,0.0000
44.5102,-131.9184,0.0004
44.5102,-130.1020,0.0544
44.5102,-128.2857,1.5536
44.5102,-126.4694,12.4388
44.5102,-124.6531,38.4031
44.5102,-122.8367,19.8650
44.5102,-121.0204,-13.2318
44.5102,-119.2041,-3.8910
44.5102,-117.3878,-0.0278
44.5102,-115.5714,6.9673
44.5102,-113.7551,29.4811
44.5102,-111.9388,24.7851
44.5102,-110.1224,-2.1989
44.5102,-108.3061,-1.1895
44.5102,-106.4898,0.0121
44.5102,-104.6735,0.0373
44.5102,-102.8571,0.0117
44.5102,-101.0408,-0.0031
44.5102,-99.2245,-0.0315
44.5102,-97.4082,-0.1085
44.5102,-95.5918,-0.0495
44.5102,-93.7755,0.0276
44.5102,-91.9592,0.1730
44.5102,-90.1429,0.4474
44.5102,-88.3265,0.5239
44.5102,-86.5102,0.2924
44.5102,-84.6939,-3.0558
44.5102,-82.8776,-27.7029
44.5102,-81.0612,-34.7895
44.5102,-79.2449,-14.3254
44.5102,-77.4286,-8.9957
44.5102,-75.6122,48.2382
44.5102,-73.7959,16.4138
44.5102,-71.9796,-14.3664
44.5102,-70.1633,18.8066
44.5102,-68.3469,-1.2985
44.5102,-66.5306,4.1280
44.5102,-64.7143,4.9853
44.5102,-62.8980,3.6823
44.5102,-61.0816,1.2355
44.5102,-59.2653,0.3574
