latitude,longitude,temp_c
56.2245,-139.1837,0.0122
56.2245,-137.3673,0.1141
56.2245,-135.5510,0.6231
56.2245,-133.7347,1.9011
56.2245,-131.9184,3.6901
56.2245,-130.1020,6.5518
56.2245,-128.2857,4.9358
56.2245,-126.4694,2.7297
56.2245,-124.6531,1.4845
56.2245,-122.8367,2.0608
56.2245,-121.0204,1.4214
56.2245,-119.2041,0.2909
56.2245,-117.3878,0.0045
56.2245,-115.5714,16.5611
56.2245,-113.7551,93.8888
56.2245,-111.9388,94.2389
56.2245,-110.1224,43.0563
56.2245,-108.3061,12.0557
56.2245,-106.4898,1.0394
56.2245,-104.6735,-0.6206
56.2245,-102.8571,0.4037
56.2245,-101.0408,-1.1339
56.2245,-99.2245,-1.4965
56.2245,-97.4082,-0.4461
56.2245,-95.5918,-0.6504
56.2245,-93.7755,-0.4808
56.2245,-91.9592,-0.1010
56.2245,-90.1429,-0.0438
56.2245,-88.3265,-0.2194
56.2245,-86.5102,-0.1770
56.2245,-84.6939,-0.0268
56.2245,-82.8776,-0.0001
56.2245,-81.0612,0.0028
56.2245,-79.2449,0.0142
56.2245,-77.4286,0.0294
56.2245,-75.6122,-0.0055
56.2245,-73.7959,-0.1177
56.2245,-71.9796,-0.1318
56.2245,-70.1633,-0.0324
56.2245,-68.3469,-0.0528
56.2245,-66.5306,-0.1040
56.2245,-64.7143,0.0149
56.2245,-62.8980,0.4609
56.2245,-61.0816,0.6897
56.2245,-59.2653,0.2267
56.2245,-57.4490,0.0216
56.2245,-55.6327,0.0044
56.2245,-53.8163,0.0011
56.2245,-52.0000,0.0001
57.0612,-141.0000,-0.0022
57.0612,-139.1837,0.0300
57.0612,-137.3673,0.2745
57.0612,-135.5510,0.4999
57.0612,-133.7347,0.8754
57.0612,-131.9184,3.0483
57.0612,-130.1020,6.6061
57.0612,-128.2857,4.0349
57.0612,-126.4694,1.4571
57.0612,-124.6531,0.0688
57.0612,-122.8367,0.0609
57.0612,-121.0204,0.6588
57.0612,-119.2041,0.5240
57.0612,-117.3878,-0.1535
57.0612,-115.5714,11.4952
57.0612,-113.7551,63.4690
57.0612,-111.9388,61.3345
57.0612,-110.1224,25.0408
57.0612,-108.3061,7.0907
57.0612,-106.4898,0.8308
57.0612,-104.6735,-0.9832
57.0612,-102.8571,0.7472
57.0612,-101.0408,0.1864
57.0612,-99.2245,-0.9988
57.0612,-97.4082,-0.6400
57.0612,-95.5918,-0.7392
57.0612,-93.7755,-0.5973
57.0612,-91.9592,-0.1518
57.0612,-90.1429,-0.0472
57.0612,-88.3265,-0.1749
57.0612,-86.5102,-0.1386
57.0612,-84.6939,-0.0210
57.0612,-82.8776,-0.0006
57.0612,-81.0612,-0.0029
57.0612,-79.2449,-0.0181
57.0612,-77.4286,-0.0215
57.0612,-75.6122,-0.0591
57.0612,-73.7959,-0.2663
57.0612,-71.9796,-0.2445
57.0612,-70.1633,-0.0399
57.0612,-68.3469,-0.0142
57.0612,-66.5306,-0.0422
57.0612,-64.7143,0.0428
57.0612,-62.8980,0.4371
57.0612,-61.0816,0.5986
57.0612,-59.2653,0.1647
57.0612,-57.4490,0.0103
57.0612,-55.6327,0.0006
57.0612,-53.8163,0.0001
57.0612,-52.0000,0.0000
57.8980,-141.0000,-0.0137
57.8980,-139.1837,0.0329
57.8980,-137.3673,0.5815
57.8980,-135.5510,0.7531
57.8980,-133.7347,0.4299
57.8980,-131.9184,1.6839
57.8980,-130.1020,3.8209
57.8980,-128.2857,2.1196
57.8980,-126.4694,0.5503
57.8980,-124.6531,-0.3718
57.8980,-122.8367,-0.7847
57.8980,-121.0204,-0.1424
57.8980,-119.2041,0.0266
57.8980,-117.3878,-0.7534
57.8980,-115.5714,4.0962
57.8980,-113.7551,27.8284
57.8980,-111.9388,26.4678
57.8980,-110.1224,9.3796
57.8980,-108.3061,2.5660
57.8980,-106.4898,0.5863
57.8980,-104.6735,-0.9278
57.8980,-102.8571,0.8215
57.8980,-101.0408,1.3153
57.8980,-99.2245,-0.3797
57.8980,-97.4082,-1.0006
57.8980,-95.5918,-0.8496
57.8980,-93.7755,-0.7506
57.8980,-91.9592,-0.2205
57.8980,-90.1429,-0.0360
57.8980,-88.3265,-0.0958
57.8980,-86.5102,-0.0754
57.8980,-84.6939,-0.0114
57.8980,-82.8776,-0.0005
57.8980,-81.0612,-0.0057
57.8980,-79.2449,-0.0369
57.8980,-77.4286,-0.0500
57.8980,-75.6122,-0.1006
57.8980,-73.7959,-0.3786
57.8980,-71.9796,-0.3212
57.8980,-70.1633,-0.0465
57.8980,-68.3469,0.0083
57.8980,-66.5306,-0.0071
57.8980,-64.7143,0.0373
57.8980,-62.8980,0.2956
57.8980,-61.0816,0.3944
57.8980,-59.2653,0.1023
57.8980,-57.4490,0.0054
57.8980,-55.6327,0.0001
57.8980,-53.8163,0.0000
57.8980,-52.0000,0.0000
58.7347,-141.0000,-0.0508
58.7347,-139.1837,-0.0542
58.7347,-137.3673,0.8736
58.7347,-135.5510,1.1557
58.7347,-133.7347,0.2165
58.7347,-131.9184,-0.5124
58.7347,-130.1020,-1.4583
58.7347,-128.2857,-0.6823
58.7347,-126.4694,-0.1131
58.7347,-124.6531,-0.6491
58.7347,-122.8367,-1.3435
58.7347,-121.0204,-0.8504
58.7347,-119.2041,-0.5175
58.7347,-117.3878,-1.4050
58.7347,-115.5714,-0.4872
58.7347,-113.7551,7.1854
58.7347,-111.9388,6.9038
58.7347,-110.1224,1.5951
58.7347,-108.3061,0.1424
58.7347,-106.4898,0.2236
58.7347,-104.6735,-0.6167
58.7347,-102.8571,0.4444
58.7347,-101.0408,1.1390
58.7347,-99.2245,-0.4590
58.7347,-97.4082,-1.4788
58.7347,-95.5918,-0.9752
58.7347,-93.7755,-0.9252
58.7347,-91.9592,-0.2936
58.7347,-90.1429,-0.0274
58.7347,-88.3265,-0.0369
58.7347,-86.5102,-0.0289
58.7347,-84.6939,-0.0047
58.7347,-82.8776,-0.0009
58.7347,-81.0612,-0.0064
58.7347,-79.2449,-0.0406
58.7347,-77.4286,-0.0595
58.7347,-75.6122,-0.1524
58.7347,-73.7959,-0.4851
58.7347,-71.9796,-0.3528
58.7347,-70.1633,-0.0462
58.7347,-68.3469,0.0129
58.7347,-66.5306,0.0037
58.7347,-64.7143,0.0197
58.7347,-62.8980,0.1411
58.7347,-61.0816,0.1870
58.7347,-59.2653,0.0477
58.7347,-57.4490,0.0024
58.7347,-55.6327,0.0000
58.7347,-53.8163,0.0000
58.7347,-52.0000,0.0000
59.5714,-141.0000,-0.1289
59.5714,-139.1837,-0.3033
59.5714,-137.3673,0.8633
59.5714,-135.5510,1.3151
59.5714,-133.7347,0.0399
59.5714,-131.9184,-1.9950
59.5714,-130.1020,-5.0465
59.5714,-128.2857,-2.6158
59.5714,-126.4694,-0.6426
59.5714,-124.6531,-1.0812
59.5714,-122.8367,-2.0265
59.5714,-121.0204,-1.5618
59.5714,-119.2041,-1.0054
59.5714,-117.3878,-1.9343
59.5714,-115.5714,-2.0748
59.5714,-113.7551,0.0849
59.5714,-111.9388,0.0951
59.5714,-110.1224,-0.8858
59.5714,-108.3061,-0.7207
59.5714,-106.4898,-0.0912
59.5714,-104.6735,-0.3396
59.5714,-102.8571,-0.0718
59.5714,-101.0408,0.0673
59.5714,-99.2245,-0.9702
59.5714,-97.4082,-1.6295
59.5714,-95.5918,-1.0334
59.5714,-93.7755,-1.1011
59.5714,-91.9592,-0.3609
59.5714,-90.1429,-0.0256
59.5714,-88.3265,-0.0102
59.5714,-86.5102,-0.0082
59.5714,-84.6939,-0.0043
59.5714,-82.8776,-0.0048
59.5714,-81.0612,-0.0060
59.5714,-79.2449,-0.0309
59.5714,-77.4286,-0.0553
59.5714,-75.6122,-0.2500
59.5714,-73.7959,-0.6922
59.5714,-71.9796,-0.4092
59.5714,-70.1633,-0.0489
59.5714,-68.3469,0.0034
59.5714,-66.5306,0.0020
59.5714,-64.7143,0.0069
59.5714,-62.8980,0.0475
59.5714,-61.0816,0.0628
59.5714,-59.2653,0.0160
59.5714,-57.4490,0.0008
59.5714,-55.6327,0.0000
59.5714,-53.8163,0.0000
59.5714,-52.0000,0.0000
60.4082,-141.0000,-0.2420
60.4082,-139.1837,-0.6739
60.4082,-137.3673,0.4364
60.4082,-135.5510,0.9771
60.4082,-133.7347,-0.1983
60.4082,-131.9184,-1.9907
60.4082,-130.1020,-4.8421
60.4082,-128.2857,-2.8403
60.4082,-126.4694,-1.1139
60.4082,-124.6531,-1.5692
60.4082,-122.8367,-2.6699
60.4082,-121.0204,-2.1838
60.4082,-119.2041,-1.4573
60.4082,-117.3878,-2.4430
60.4082,-115.5714,-2.5582
60.4082,-113.7551,-1.5260
60.4082,-111.9388,-1.3279
60.4082,-110.1224,-1.1965
60.4082,-108.3061,-0.7703
60.4082,-106.4898,-0.2715
60.4082,-104.6735,-0.2861
60.4082,-102.8571,-0.4514
60.4082,-101.0408,-0.9177
60.4082,-99.2245,-1.2261
60.4082,-97.4082,-1.2783
60.4082,-95.5918,-0.9975
60.4082,-93.7755,-1.2284
60.4082,-91.9592,-0.4059
60.4082,-90.1429,-0.0272
60.4082,-88.3265,-0.0027
60.4082,-86.5102,-0.0040
60.4082,-84.6939,-0.0187
60.4082,-82.8776,-0.0271
60.4082,-81.0612,-0.0101
60.4082,-79.2449,-0.0170
60.4082,-77.4286,-0.0482
60.4082,-75.6122,-0.3797
60.4082,-73.7959,-0.9925
60.4082,-71.9796,-0.5192
60.4082,-70.1633,-0.0675
60.4082,-68.3469,-0.0261
60.4082,-66.5306,-0.0089
60.4082,-64.7143,0.0010
60.4082,-62.8980,0.0113
60.4082,-61.0816,0.0149
60.4082,-59.2653,0.0038
60.4082,-57.4490,0.0002
60.4082,-55.6327,0.0000
60.4082,-53.8163,0.0000
60.4082,-52.0000,0.0000
61.2449,-141.0000,-0.3768
61.2449,-139.1837,-1.0606
61.2449,-137.3673,-0.2180
61.2449,-135.5510,0.2690
61.2449,-133.7347,-0.5130
61.2449,-131.9184,-1.3671
61.2449,-130.1020,-2.9676
61.2449,-128.2857,-2.2930
61.2449,-126.4694,-1.4985
61.2449,-124.6531,-1.8009
61.2449,-122.8367,-2.8490
61.2449,-121.0204,-2.4201
61.2449,-119.2041,-1.7863
61.2449,-117.3878,-2.9556
61.2449,-115.5714,-2.9065
61.2449,-113.7551,-1.9602
61.2449,-111.9388,-1.2782
61.2449,-110.1224,-0.8462
61.2449,-108.3061,-0.5186
61.2449,-106.4898,-0.4441
61.2449,-104.6735,-0.5482
61.2449,-102.8571,-0.6755
61.2449,-101.0408,-1.3043
61.2449,-99.2245,-1.0616
61.2449,-97.4082,-0.7960
61.2449,-95.5918,-0.9416
61.2449,-93.7755,-1.2002
61.2449,-91.9592,-0.3894
61.2449,-90.1429,-0.0299
61.2449,-88.3265,-0.0048
61.2449,-86.5102,-0.0108
61.2449,-84.6939,-0.0758
61.2449,-82.8776,-0.1109
61.2449,-81.0612,-0.0321
61.2449,-79.2449,-0.0084
61.2449,-77.4286,-0.0419
61.2449,-75.6122,-0.4495
61.2449,-73.7959,-1.1554
61.2449,-71.9796,-0.5832
61.2449,-70.1633,-0.1093
61.2449,-68.3469,-0.1015
61.2449,-66.5306,-0.0365
61.2449,-64.7143,-0.0023
61.2449,-62.8980,0.0018
61.2449,-61.0816,0.0025
61.2449,-59.2653,0.0006
61.2449,-57.4490,0.0000
61.2449,-55.6327,0.0000
61.2449,-53.8163,0.0000
61.2449,-52.0000,0.0000
62.0816,-141.0000,-0.5544
62.0816,-139.1837,-1.4793
62.0816,-137.3673,-0.8241
62.0816,-135.5510,-0.3875
62.0816,-133.7347,-0.7444
62.0816,-131.9184,-0.9749
62.0816,-130.1020,-1.7369
62.0816,-128.2857,-1.8907
62.0816,-126.4694,-1.6628
62.0816,-124.6531,-1.6334
62.0816,-122.8367,-2.4091
62.0816,-121.0204,-2.0995
62.0816,-119.2041,-1.8845
62.0816,-117.3878,-3.3708
62.0816,-115.5714,-3.1183
62.0816,-113.7551,-2.1219
62.0816,-111.9388,-0.9919
62.0816,-110.1224,-0.4748
62.0816,-108.3061,-0.3095
62.0816,-106.4898,-0.7660
62.0816,-104.6735,-1.1417
62.0816,-102.8571,-0.8818
62.0816,-101.0408,-1.1766
62.0816,-99.2245,-0.7235
62.0816,-97.4082,-0.5943
62.0816,-95.5918,-1.0107
62.0816,-93.7755,-0.9987
62.0816,-91.9592,-0.3001
62.0816,-90.1429,-0.0469
62.0816,-88.3265,-0.0244
62.0816,-86.5102,-0.0325
62.0816,-84.6939,-0.2192
62.0816,-82.8776,-0.3205
62.0816,-81.0612,-0.0904
62.0816,-79.2449,-0.0075
62.0816,-77.4286,-0.0338
62.0816,-75.6122,-0.3871
62.0816,-73.7959,-0.9868
62.0816,-71.9796,-0.5008
62.0816,-70.1633,-0.1751
62.0816,-68.3469,-0.2449
62.0816,-66.5306,-0.0889
62.0816,-64.7143,-0.0062
62.0816,-62.8980,0.0001
62.0816,-61.0816,0.0003
62.0816,-59.2653,0.0001
62.0816,-57.4490,0.0000
62.0816,-55.6327,0.0000
62.0816,-53.8163,0.0000
62.0816,-52.0000,0.0000
62.9184,-141.0000,-0.7868
62.9184,-139.1837,-1.9790
62.9184,-137.3673,-1.2217
62.9184,-135.5510,-0.6599
62.9184,-133.7347,-0.7212
62.9184,-131.9184,-0.8172
62.9184,-130.1020,-1.3705
62.9184,-128.2857,-1.7407
62.9184,-126.4694,-1.6816
62.9184,-124.6531,-1.3714
62.9184,-122.8367,-1.7898
62.9184,-121.0204,-1.4591
62.9184,-119.2041,-1.7610
62.9184,-117.3878,-3.5390
62.9184,-115.5714,-2.9560
62.9184,-113.7551,-1.9070
62.9184,-111.9388,-0.8425
62.9184,-110.1224,-0.3769
62.9184,-108.3061,-0.2718
62.9184,-106.4898,-1.1561
62.9184,-104.6735,-1.8446
62.9184,-102.8571,-1.2416
62.9184,-101.0408,-0.9624
62.9184,-99.2245,-0.4515
62.9184,-97.4082,-0.7423
62.9184,-95.5918,-1.3140
62.9184,-93.7755,-0.7855
62.9184,-91.9592,-0.2012
62.9184,-90.1429,-0.1278
62.9184,-88.3265,-0.0982
62.9184,-86.5102,-0.0738
62.9184,-84.6939,-0.4466
62.9184,-82.8776,-0.6528
62.9184,-81.0612,-0.1838
62.9184,-79.2449,-0.0118
62.9184,-77.4286,-0.0242
62.9184,-75.6122,-0.2397
62.9184,-73.7959,-0.6007
62.9184,-71.9796,-0.3176
62.9184,-70.1633,-0.2453
62.9184,-68.3469,-0.4127
62.9184,-66.5306,-0.1503
62.9184,-64.7143,-0.0105
62.9184,-62.8980,-0.0001
62.9184,-61.0816,0.0000
62.9184,-59.2653,0.0000
62.9184,-57.4490,0.0000
62.9184,-55.6327,0.0000
62.9184,-53.8163,0.0000
62.9184,-52.0000,0.0000
63.7551,-141.0000,-0.9839
63.7551,-139.1837,-2.3528
63.7551,-137.3673,-1.3717
63.7551,-135.5510,-0.6168
63.7551,-133.7347,-0.5209
63.7551,-131.9184,-0.6880
63.7551,-130.1020,-1.2716
63.7551,-128.2857,-1.7876
63.7551,-126.4694,-1.9232
63.7551,-124.6531,-1.4569
63.7551,-122.8367,-1.5555
63.7551,-121.0204,-0.9201
63.7551,-119.2041,-1.4697
63.7551,-117.3878,-3.2490
63.7551,-115.5714,-2.3792
63.7551,-113.7551,-1.4191
63.7551,-111.9388,-1.0083
63.7551,-110.1224,-0.6591
63.7551,-108.3061,-0.4118
63.7551,-106.4898,-1.3488
63.7551,-104.6735,-2.2096
63.7551,-102.8571,-1.7512
63.7551,-101.0408,-0.9906
63.7551,-99.2245,-0.3275
63.7551,-97.4082,-0.9999
63.7551,-95.5918,-1.6834
63.7551,-93.7755,-0.6755
63.7551,-91.9592,-0.1705
63.7551,-90.1429,-0.3491
63.7551,-88.3265,-0.2846
63.7551,-86.5102,-0.1286
63.7551,-84.6939,-0.6417
63.7551,-82.8776,-0.9380
63.7551,-81.0612,-0.2659
63.7551,-79.2449,-0.0171
63.7551,-77.4286,-0.0169
63.7551,-75.6122,-0.1093
63.7551,-73.7959,-0.2593
63.7551,-71.9796,-0.1530
63.7551,-70.1633,-0.2703
63.7551,-68.3469,-0.4903
63.7551,-66.5306,-0.1786
63.7551,-64.7143,-0.0125
63.7551,-62.8980,-0.0002
63.7551,-61.0816,0.0000
63.7551,-59.2653,0.0000
63.7551,-57.4490,0.0000
63.7551,-55.6327,0.0000
63.7551,-53.8163,0.0000
63.7551,-52.0000,0.0000
64.5918,-141.0000,-1.0827
64.5918,-139.1837,-2.3613
64.5918,-137.3673,-1.3585
64.5918,-135.5510,-0.6067
64.5918,-133.7347,-0.4292
64.5918,-131.9184,-0.6862
64.5918,-130.1020,-1.2989
64.5918,-128.2857,-2.0460
64.5918,-126.4694,-2.5667
64.5918,-124.6531,-1.9318
64.5918,-122.8367,-1.7110
64.5918,-121.0204,-0.6511
64.5918,-119.2041,-1.0500
64.5918,-117.3878,-2.4380
64.5918,-115.5714,-1.6388
64.5918,-113.7551,-1.0376
64.5918,-111.9388,-1.4798
64.5918,-110.1224,-1.2464
64.5918,-108.3061,-0.7596
64.5918,-106.4898,-1.2709
64.5918,-104.6735,-1.9871
64.5918,-102.8571,-2.1072
64.5918,-101.0408,-1.1607
64.5918,-99.2245,-0.2890
64.5918,-97.4082,-1.0571
64.5918,-95.5918,-1.7394
64.5918,-93.7755,-0.5926
64.5918,-91.9592,-0.2215
64.5918,-90.1429,-0.7289
64.5918,-88.3265,-0.5930
64.5918,-86.5102,-0.1775
64.5918,-84.6939,-0.6510
64.5918,-82.8776,-0.9562
64.5918,-81.0612,-0.2839
64.5918,-79.2449,-0.0227
64.5918,-77.4286,-0.0123
64.5918,-75.6122,-0.0396
64.5918,-73.7959,-0.0800
64.5918,-71.9796,-0.0603
64.5918,-70.1633,-0.2201
64.5918,-68.3469,-0.4107
64.5918,-66.5306,-0.1497
64.5918,-64.7143,-0.0105
64.5918,-62.8980,-0.0001
64.5918,-61.0816,-0.0000
64.5918,-59.2653,0.0000
64.5918,-57.4490,0.0000
64.5918,-55.6327,0.0000
64.5918,-53.8163,0.0000
64.5918,-52.0000,0.0000
65.4286,-141.0000,-1.2945
65.4286,-139.1837,-2.2722
65.4286,-137.3673,-1.3958
65.4286,-135.5510,-0.8762
65.4286,-133.7347,-0.7215
65.4286,-131.9184,-1.1082
65.4286,-130.1020,-1.6864
65.4286,-128.2857,-2.3773
65.4286,-126.4694,-3.2989
65.4286,-124.6531,-2.4294
65.4286,-122.8367,-1.8040
65.4286,-121.0204,-0.5322
65.4286,-119.2041,-0.6044
65.4286,-117.3878,-1.4275
65.4286,-115.5714,-1.1198
65.4286,-113.7551,-1.0106
65.4286,-111.9388,-1.9169
65.4286,-110.1224,-1.8050
65.4286,-108.3061,-1.2942
65.4286,-106.4898,-1.1424
65.4286,-104.6735,-1.3866
65.4286,-102.8571,-1.9640
65.4286,-101.0408,-1.1401
65.4286,-99.2245,-0.2454
65.4286,-97.4082,-0.8620
65.4286,-95.5918,-1.4185
65.4286,-93.7755,-0.4694
65.4286,-91.9592,-0.3106
65.4286,-90.1429,-1.1461
65.4286,-88.3265,-0.9111
65.4286,-86.5102,-0.2006
65.4286,-84.6939,-0.4698
65.4286,-82.8776,-0.7192
65.4286,-81.0612,-0.2749
65.4286,-79.2449,-0.0430
65.4286,-77.4286,-0.0096
65.4286,-75.6122,-0.0132
65.4286,-73.7959,-0.0181
65.4286,-71.9796,-0.0212
65.4286,-70.1633,-0.1294
65.4286,-68.3469,-0.2440
65.4286,-66.5306,-0.0890
65.4286,-64.7143,-0.0062
65.4286,-62.8980,-0.0001
65.4286,-61.0816,-0.0000
65.4286,-59.2653,0.0000
65.4286,-57.4490,0.0000
65.4286,-55.6327,0.0000
65.4286,-53.8163,0.0000
65.4286,-52.0000,0.0000
66.2653,-141.0000,-1.9390
66.2653,-139.1837,-2.6018
66.2653,-137.3673,-1.5971
66.2653,-135.5510,-1.3511
66.2653,-133.7347,-1.5214
66.2653,-131.9184,-2.0687
66.2653,-130.1020,-2.3879
66.2653,-128.2857,-2.5171
66.2653,-126.4694,-3.6371
66.2653,-124.6531,-2.6495
66.2653,-122.8367,-1.6509
66.2653,-121.0204,-0.4705
66.2653,-119.2041,-0.2789
66.2653,-117.3878,-0.6625
66.2653,-115.5714,-1.0465
66.2653,-113.7551,-1.2872
66.2653,-111.9388,-1.9045
66.2653,-110.1224,-1.9172
66.2653,-108.3061,-1.7507
66.2653,-106.4898,-1.0953
66.2653,-104.6735,-0.7866
66.2653,-102.8571,-1.3580
66.2653,-101.0408,-0.8348
66.2653,-99.2245,-0.1910
66.2653,-97.4082,-0.6869
66.2653,-95.5918,-1.1611
66.2653,-93.7755,-0.4003
66.2653,-91.9592,-0.4053
66.2653,-90.1429,-1.4632
66.2653,-88.3265,-1.1037
66.2653,-86.5102,-0.1935
66.2653,-84.6939,-0.2514
66.2653,-82.8776,-0.4903
66.2653,-81.0612,-0.3863
66.2653,-79.2449,-0.1132
66.2653,-77.4286,-0.0111
66.2653,-75.6122,-0.0045
66.2653,-73.7959,-0.0033
66.2653,-71.9796,-0.0072
66.2653,-70.1633,-0.0593
66.2653,-68.3469,-0.1127
66.2653,-66.5306,-0.0412
66.2653,-64.7143,-0.0029
66.2653,-62.8980,-0.0000
66.2653,-61.0816,-0.0000
66.2653,-59.2653,-0.0000
66.2653,-57.4490,0.0000
66.2653,-55.6327,0.0000
66.2653,-53.8163,0.0000
66.2653,-52.0000,0.0000
67.1020,-141.0000,-2.9285
67.1020,-139.1837,-3.2713
67.1020,-137.3673,-1.7537
67.1020,-135.5510,-1.7559
67.1020,-133.7347,-2.6889
67.1020,-131.9184,-3.2111
67.1020,-130.1020,-2.8495
67.1020,-128.2857,-2.2691
67.1020,-126.4694,-3.3316
67.1020,-124.6531,-2.6252
67.1020,-122.8367,-1.6052
67.1020,-121.0204,-0.5475
67.1020,-119.2041,-0.1479
67.1020,-117.3878,-0.3136
67.1020,-115.5714,-1.2635
67.1020,-113.7551,-1.6017
67.1020,-111.9388,-1.4318
67.1020,-110.1224,-1.4973
67.1020,-108.3061,-1.7566
67.1020,-106.4898,-0.9854
67.1020,-104.6735,-0.3816
67.1020,-102.8571,-0.6933
67.1020,-101.0408,-0.4952
67.1020,-99.2245,-0.2005
67.1020,-97.4082,-0.7839
67.1020,-95.5918,-1.3680
67.1020,-93.7755,-0.4946
67.1020,-91.9592,-0.5124
67.1020,-90.1429,-1.6968
67.1020,-88.3265,-1.1782
67.1020,-86.5102,-0.1728
67.1020,-84.6939,-0.1230
67.1020,-82.8776,-0.4845
67.1020,-81.0612,-0.7341
67.1020,-79.2449,-0.2600
67.1020,-77.4286,-0.0190
67.1020,-75.6122,-0.0015
67.1020,-73.7959,-0.0006
67.1020,-71.9796,-0.0046
67.1020,-70.1633,-0.0454
67.1020,-68.3469,-0.0878
67.1020,-66.5306,-0.0327
67.1020,-64.7143,-0.0023
67.1020,-62.8980,-0.0000
67.1020,-61.0816,-0.0000
67.1020,-59.2653,-0.0000
67.1020,-57.4490,0.0000
67.1020,-55.6327,0.0000
67.1020,-53.8163,0.0000
67.1020,-52.0000,0.0000
67.9388,-141.0000,-3.6529
67.9388,-139.1837,-3.5874
67.9388,-137.3673,-1.5929
67.9388,-135.5510,-1.9289
67.9388,-133.7347,-3.7772
67.9388,-131.9184,-3.8731
67.9388,-130.1020,-2.5836
67.9388,-128.2857,-1.6510
67.9388,-126.4694,-2.5167
67.9388,-124.6531,-2.5489
67.9388,-122.8367,-1.9799
67.9388,-121.0204,-0.8233
67.9388,-119.2041,-0.2072
67.9388,-117.3878,-0.3054
67.9388,-115.5714,-1.3732
67.9388,-113.7551,-1.6225
67.9388,-111.9388,-0.8454
67.9388,-110.1224,-0.8660
67.9388,-108.3061,-1.2727
67.9388,-106.4898,-0.7015
67.9388,-104.6735,-0.1647
67.9388,-102.8571,-0.3010
67.9388,-101.0408,-0.4236
67.9388,-99.2245,-0.3667
67.9388,-97.4082,-1.0688
67.9388,-95.5918,-1.8587
67.9388,-93.7755,-0.6891
67.9388,-91.9592,-0.6091
67.9388,-90.1429,-1.8488
67.9388,-88.3265,-1.1882
67.9388,-86.5102,-0.1549
67.9388,-84.6939,-0.0885
67.9388,-82.8776,-0.6490
67.9388,-81.0612,-1.1956
67.9388,-79.2449,-0.4341
67.9388,-77.4286,-0.0282
67.9388,-75.6122,-0.0009
67.9388,-73.7959,-0.0003
67.9388,-71.9796,-0.0105
67.9388,-70.1633,-0.1062
67.9388,-68.3469,-0.2074
67.9388,-66.5306,-0.0779
67.9388,-64.7143,-0.0056
67.9388,-62.8980,-0.0001
67.9388,-61.0816,-0.0000
67.9388,-59.2653,-0.0000
67.9388,-57.4490,-0.0000
67.9388,-55.6327,0.0000
67.9388,-53.8163,0.0000
67.9388,-52.0000,0.0000
68.7755,-141.0000,-3.5339
68.7755,-139.1837,-3.1055
68.7755,-137.3673,-1.1502
68.7755,-135.5510,-1.8716
68.7755,-133.7347,-4.2135
68.7755,-131.9184,-3.6579
68.7755,-130.1020,-1.7581
68.7755,-128.2857,-0.9343
68.7755,-126.4694,-1.6323
68.7755,-124.6531,-2.4844
68.7755,-122.8367,-2.4784
68.7755,-121.0204,-1.1247
68.7755,-119.2041,-0.4301
68.7755,-117.3878,-0.5548
68.7755,-115.5714,-1.1803
68.7755,-113.7551,-1.2383
68.7755,-111.9388,-0.4118
68.7755,-110.1224,-0.3726
68.7755,-108.3061,-0.6584
68.7755,-106.4898,-0.3649
68.7755,-104.6735,-0.0663
68.7755,-102.8571,-0.2132
68.7755,-101.0408,-0.7383
68.7755,-99.2245,-0.7408
68.7755,-97.4082,-1.2266
68.7755,-95.5918,-2.0689
68.7755,-93.7755,-0.8144
68.7755,-91.9592,-0.6141
68.7755,-90.1429,-1.7271
68.7755,-88.3265,-1.0627
68.7755,-86.5102,-0.1390
68.7755,-84.6939,-0.0981
68.7755,-82.8776,-0.7498
68.7755,-81.0612,-1.4164
68.7755,-79.2449,-0.5008
68.7755,-77.4286,-0.0286
68.7755,-75.6122,-0.0049
68.7755,-73.7959,-0.0011
68.7755,-71.9796,-0.0247
68.7755,-70.1633,-0.2511
68.7755,-68.3469,-0.4909
68.7755,-66.5306,-0.1844
68.7755,-64.7143,-0.0133
68.7755,-62.8980,-0.0002
68.7755,-61.0816,-0.0000
68.7755,-59.2653,-0.0000
68.7755,-57.4490,-0.0000
68.7755,-55.6327,-0.0000
68.7755,-53.8163,0.0000
68.7755,-52.0000,0.0000
69.6122,-141.0000,-2.6035
69.6122,-139.1837,-2.0815
69.6122,-137.3673,-0.6707
69.6122,-135.5510,-1.5592
69.6122,-133.7347,-3.6750
69.6122,-131.9184,-2.7400
69.6122,-130.1020,-0.9228
69.6122,-128.2857,-0.4243
69.6122,-126.4694,-1.0799
69.6122,-124.6531,-2.3292
69.6122,-122.8367,-2.5004
69.6122,-121.0204,-1.1913
69.6122,-119.2041,-0.7652
69.6122,-117.3878,-0.9738
69.6122,-115.5714,-0.8570
69.6122,-113.7551,-0.6929
69.6122,-111.9388,-0.1685
69.6122,-110.1224,-0.1194
69.6122,-108.3061,-0.2420
69.6122,-106.4898,-0.1357
69.6122,-104.6735,-0.0301
69.6122,-102.8571,-0.2875
69.6122,-101.0408,-1.2816
69.6122,-99.2245,-1.2216
69.6122,-97.4082,-1.0918
69.6122,-95.5918,-1.7698
69.6122,-93.7755,-0.8501
69.6122,-91.9592,-0.5149
69.6122,-90.1429,-1.2477
69.6122,-88.3265,-0.7567
69.6122,-86.5102,-0.1400
69.6122,-84.6939,-0.1518
69.6122,-82.8776,-0.6507
69.6122,-81.0612,-1.1785
